RANumb,Text,Label
ra2,"Identifiers and Personal Information Categories.\nWhat We Collect: Social Catfish collects the following identifiers through licensing from third parties and publicly available sources on the internet: First and last names, aliases, usernames, profile images, current and past email addresses, current and past home addresses, current and past phone numbers, publicly available education history, potential associates, and publicly available online profiles.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.\n\nProtected Classification Characteristics\nWhat We Collect: Social Catfish collects the following identifiers through licensing from third parties and publicly available sources on the internet: age, birth date, marital status, languages potentially spoken, and gender.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.\n\nProfessional or Employment Related Information\nWhat We Collect: Social Catfish collects the following identifiers related to professional or employment related information through licensing from third parties and publicly available sources on the internet: current and previous job history including job title, period worked, industry, employing organization.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.",Categories of Personal Information Sold
ra2,We obtain the categories of personal information listed above from the following categories of sources:\n\nDirectly from our clients as part of the registration and transaction process.\nIndirectly from our clients through website usage details collected automatically.\nFrom third-party consumer data resellers and licensors.\nInformation collected from public websites.,Categories of Personal Information Collected
ra2,"We may use or disclose the personal information we collect for one or more of the following business purposes:\n\nTo provide you, and other users where stated above in the Information We Collect Section, with information, products or services that you request from us, such as using Social Catfish’s search to find lost connections and verify a person's online identity.\nTo provide, support, personalize, and develop our Website, products, and services.\nTo create, maintain, customize, and secure your account with us.\nTo process your requests, purchases, transactions, and payments and prevent transactional fraud.\nTo help maintain the safety, security, and integrity of our Website, products and services, databases and other technology assets, and business.\nTo respond to law enforcement requests and as required by applicable law, court order, or governmental regulations.\nTo evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which personal information held by SocialCatfish about our Website users is among the assets transferred.",Categories of Personal Information Collected
ra2,"We do not use or disclose any sensitive information on you except to perform services or provide the goods reasonably expected by you, for fraud detection purposes, and to detect security incidents–for example the use of credit card information when you are purchasing services.",Categories of Personal Information Collected
ra2,"We do not use or disclose any sensitive information on you except to perform services or provide the goods reasonably expected by you, for fraud detection purposes, and to detect security incidents–for example the use of credit card information when you are purchasing services.",Categories of Personal Information Shared / Disclosed
ra2,"SocialCatfish.com cookies do not collect personal information, and we do not combine information collected through cookies with other personal information to tell us who you are or what your screen name or e-mail address is.",Categories of Personal Information Collected
ra2,"SocialCatfish.com and its authorized agents automatically receive and record certain ""traffic data"" on their server logs from your browser including your IP address, SocialCatfish.com cookie information, device information and the page you requested. SocialCatfish.com uses this traffic data to help diagnose problems with its servers, analyze trends and administer the website.",Categories of Personal Information Collected
ra2,"Request to KnowA request that a business disclose personal information that it has collected about the consumer the since January 01, 2022 (see details below)",Description of Right to Know PI Collected
ra2,Request to Delete A request that a business delete personal information about the consumer.,Description of Right to Delete
ra2,"Request to Correct A request that a business correct inaccurate personal information that it maintains about you. Where Social Catfish believes you will not be negatively impacted by the deletion of the data you wish corrected, we will simply delete the inaccurate data in response to Requests to Correct.",Description of Right to Correct Information
ra2,Request to Opt-Out A request that a business not sell the consumer’s personal information to third parties.,Description of Right to Opt-out of sale of PI
ra2,How You may submit a Request to Know through our Request for Access Form or sending an email to CCPARequest@socialcatfish.com.,Methods to exercise rights
ra2,"A Request to Know covers personal information that Social Catfish has collected about the consumer since January 01, 2022, including : (1) Specific pieces of personal information that a business has collected about the consumer; (2) Categories of personal information it has collected about the consumer; (3) Categories of sources from which the personal information is collected; (4) Categories of personal information that the business sold or disclosed for a business purpose about the consumer; (5) Categories of third parties to whom the personal information was sold or disclosed for a business purpose; and (6) The business or commercial purpose for collecting or selling personal information.",Description of Right to Know PI Collected
ra2,"A Request to Know covers personal information that Social Catfish has collected about the consumer since January 01, 2022, including : (1) Specific pieces of personal information that a business has collected about the consumer; (2) Categories of personal information it has collected about the consumer; (3) Categories of sources from which the personal information is collected; (4) Categories of personal information that the business sold or disclosed for a business purpose about the consumer; (5) Categories of third parties to whom the personal information was sold or disclosed for a business purpose; and (6) The business or commercial purpose for collecting or selling personal information.",Description of Right to Know PI sold / shared
ra2,You may submit a Request to Delete through our Request for Deletion Form or sending an email to CCPARequest@socialcatfish.com. ,Methods to exercise rights
ra2,You may submit a Request to Correct through our Request to Correct Form or sending an email to CCPARequest@socialcatfish.com. ,Methods to exercise rights
ra2,You may submit a Request to Opt-Out through our Do Not Sell My Personal Information or sending an email to CCPARequest@socialcatfish.com.,Methods to exercise rights
ra2,Non-Discrimination You have the right to not be discriminated against or receive discriminatory treatment for exercising your CCPA/CPRA rights. We will not discriminate against you for exercising any of your CCPA/CPRA rights.,Description of Right to Non-discrimination on exercising rights
ra6,"Privacy Policy
Effective Date: January 1, 2023",Updated Privacy Policy
ra6,"SocialCatfish does not disclose, sell, exchange or transfer the Personal Information you provide on this website except as specifically noted in this Privacy Policy.",Categories of Personal Information Collected
ra6," SocialCatfish does not disclose, sell, exchange or transfer the Personal Information you provide on this website except as specifically noted in this Privacy Policy.",Categories of Personal Information Shared / Disclosed
ra6,"SocialCatfish does not disclose, sell, exchange or transfer the Personal Information you provide on this website except as specifically noted in this Privacy Policy.",Categories of Personal Information Sold
ra6,"Identifiers and Personal Information Categories.\nWhat We Collect: Social Catfish collects the following identifiers from users of our Website: First and last names, email addresses, phone numbers, billing addresses, credit and debit card numbers and IP addresses.\n\nWhat We do With It: We have disclosed this information, but not sold it, since January 01, 2022. This information is collected for purposes of creating accounts and billing for use of our services. It is also used to allow us to provide the services of the website and respond to customer service requests. It is also used for analytics and internal marketing purposes. This information is also used for fraud prevention.\n\nThis information is disclosed to billing vendors, Social Catfish's marketing services, Social Catfish's third-party analytics services, and Social Catfish's customer service vendor\n\n",Categories of Personal Information Collected
ra6,"What We do With It: We have disclosed this information, but not sold it, since January 01, 2022. This information is collected for purposes of creating accounts and billing for use of our services. It is also used to allow us to provide the services of the website and respond to customer service requests. It is also used for analytics and internal marketing purposes. This information is also used for fraud prevention.",Categories of Personal Information Sold
ra6,"What We do With It: We have disclosed this information, but not sold it, since January 01, 2022. This information is collected for purposes of creating accounts and billing for use of our services. It is also used to allow us to provide the services of the website and respond to customer service requests. It is also used for analytics and internal marketing purposes. This information is also used for fraud prevention.\n\n",Categories of Personal Information Shared / Disclosed
ra6,"This information is disclosed to billing vendors, Social Catfish's marketing services, Social Catfish's third-party analytics services, and Social Catfish's customer service vendor\n\n",Categories of Personal Information Shared / Disclosed
ra6,"Commercial Information\nWhat We Collect: Social Catfish collects the following personal information categories from users of our Website: Purchase histories and purchase tendencies (eg. what services a customer has previously used or purchased) regarding use of Social Catfish services.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022. This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed to billing vendors, Social Catfish's marketing services, Social Catfish's analytics services, and Social Catfish's customer service vendor",Categories of Personal Information Collected
ra6,"What We Collect: Social Catfish collects the following personal information categories from users of our Website: Purchase histories and purchase tendencies (eg. what services a customer has previously used or purchased) regarding use of Social Catfish services.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022. This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed to billing vendors, Social Catfish's marketing services, Social Catfish's analytics services, and Social Catfish's customer service vendor",Categories of Personal Information Sold
ra6,"What We Collect: Social Catfish collects the following personal information categories from users of our Website: Purchase histories and purchase tendencies (eg. what services a customer has previously used or purchased) regarding use of Social Catfish services.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022. This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed to billing vendors, Social Catfish's marketing services, Social Catfish's analytics services, and Social Catfish's customer service vendor",Categories of Personal Information Shared / Disclosed
ra6,"nternet or Similar Network Activity\nWhat We Collect: Social Catfish collects the following personal information categories from related to internet of similar network activity from users of our Website: Analytics using Google analytics, history of searches on the Social Catfish Website including date of search and what was searched, and information on your interaction with the Social Catfish Website including clicks and website use tendencies.\n\nWhat We do With It: We have disclosed this information, but not sold it, since January 01, 2022 This information is collected for purposes of maintaining search histories to ease in the use of our services. It is is also used with our analytics platforms to help improve the service and to be able to improve our internal advertising targeting. This is also used for responding to customer service requests and fraud prevention.\n\nThis information is disclosed to Social Catfish's marketing services, Social Catfish's analytics services, and Social Catfish's customer service vendor.",Categories of Personal Information Collected
ra6,"Internet or Similar Network Activity\nWhat We Collect: Social Catfish collects the following personal information categories from related to internet of similar network activity from users of our Website: Analytics using Google analytics, history of searches on the Social Catfish Website including date of search and what was searched, and information on your interaction with the Social Catfish Website including clicks and website use tendencies.\n\nWhat We do With It: We have disclosed this information, but not sold it, since January 01, 2022 This information is collected for purposes of maintaining search histories to ease in the use of our services. It is is also used with our analytics platforms to help improve the service and to be able to improve our internal advertising targeting. This is also used for responding to customer service requests and fraud prevention.\n\nThis information is disclosed to Social Catfish's marketing services, Social Catfish's analytics services, and Social Catfish's customer service vendor.\n\n",Categories of Personal Information Shared / Disclosed
ra6,"Internet or Similar Network Activity\nWhat We Collect: Social Catfish collects the following personal information categories from related to internet of similar network activity from users of our Website: Analytics using Google analytics, history of searches on the Social Catfish Website including date of search and what was searched, and information on your interaction with the Social Catfish Website including clicks and website use tendencies.\n\nWhat We do With It: We have disclosed this information, but not sold it, since January 01, 2022 This information is collected for purposes of maintaining search histories to ease in the use of our services. It is is also used with our analytics platforms to help improve the service and to be able to improve our internal advertising targeting. This is also used for responding to customer service requests and fraud prevention.\n\nThis information is disclosed to Social Catfish's marketing services, Social Catfish's analytics services, and Social Catfish's customer service vendor.\n\n",Categories of Personal Information Sold
ra6,"Equipment Information\nWhat We Collect: Social Catfish collects the following personal information categories related to equipment information from users of our Website: information about the type of device you use to access the Social Catfish website.\n\nWhat We do With It: We have disclosed this information, but not sold it, since January 01, 2022 This information is collected for analytics purposes, to improve your interaction with the website and for advertising purposes. This information is also used for customer service and fraud prevention.\n\nThis information is disclosed to Social Catfish's third-party marketing services and Social Catfish's third-party analytics services.",Categories of Personal Information Collected
ra6,"Equipment Information\nWhat We Collect: Social Catfish collects the following personal information categories related to equipment information from users of our Website: information about the type of device you use to access the Social Catfish website.\n\nWhat We do With It: We have disclosed this information, but not sold it, since January 01, 2022 This information is collected for analytics purposes, to improve your interaction with the website and for advertising purposes. This information is also used for customer service and fraud prevention.\n\nThis information is disclosed to Social Catfish's third-party marketing services and Social Catfish's third-party analytics services.",Categories of Personal Information Shared / Disclosed
ra6,"Equipment Information\nWhat We Collect: Social Catfish collects the following personal information categories related to equipment information from users of our Website: information about the type of device you use to access the Social Catfish website.\n\nWhat We do With It: We have disclosed this information, but not sold it, since January 01, 2022 This information is collected for analytics purposes, to improve your interaction with the website and for advertising purposes. This information is also used for customer service and fraud prevention.\n\nThis information is disclosed to Social Catfish's third-party marketing services and Social Catfish's third-party analytics services.",Categories of Personal Information Sold
ra6,"Identifiers and Personal Information Categories.\nWhat We Collect: Social Catfish collects the following identifiers through licensing from third parties and publicly available sources on the internet: First and last names, aliases, usernames, profile images, current and past email addresses, current and past home addresses, current and past phone numbers, publicly available education history, potential associates, and publicly available online profiles.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.",Categories of Personal Information Collected
ra6,"Identifiers and Personal Information Categories.\nWhat We Collect: Social Catfish collects the following identifiers through licensing from third parties and publicly available sources on the internet: First and last names, aliases, usernames, profile images, current and past email addresses, current and past home addresses, current and past phone numbers, publicly available education history, potential associates, and publicly available online profiles.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.",Categories of Personal Information Shared / Disclosed
ra6,"Identifiers and Personal Information Categories.\nWhat We Collect: Social Catfish collects the following identifiers through licensing from third parties and publicly available sources on the internet: First and last names, aliases, usernames, profile images, current and past email addresses, current and past home addresses, current and past phone numbers, publicly available education history, potential associates, and publicly available online profiles.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.",Categories of Personal Information Sold
ra6,"Protected Classification Characteristics\nWhat We Collect: Social Catfish collects the following identifiers through licensing from third parties and publicly available sources on the internet: age, birth date, marital status, languages potentially spoken, and gender.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.",Categories of Personal Information Collected
ra6,"Protected Classification Characteristics\nWhat We Collect: Social Catfish collects the following identifiers through licensing from third parties and publicly available sources on the internet: age, birth date, marital status, languages potentially spoken, and gender.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.\n\n",Categories of Personal Information Shared / Disclosed
ra6,"Protected Classification Characteristics\nWhat We Collect: Social Catfish collects the following identifiers through licensing from third parties and publicly available sources on the internet: age, birth date, marital status, languages potentially spoken, and gender.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.",Categories of Personal Information Sold
ra6,"Professional or Employment Related Information\nWhat We Collect: Social Catfish collects the following identifiers related to professional or employment related information through licensing from third parties and publicly available sources on the internet: current and previous job history including job title, period worked, industry, employing organization.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.",Categories of Personal Information Collected
ra6,"Professional or Employment Related Information\nWhat We Collect: Social Catfish collects the following identifiers related to professional or employment related information through licensing from third parties and publicly available sources on the internet: current and previous job history including job title, period worked, industry, employing organization.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.",Categories of Personal Information Shared / Disclosed
ra6,"Professional or Employment Related Information\nWhat We Collect: Social Catfish collects the following identifiers related to professional or employment related information through licensing from third parties and publicly available sources on the internet: current and previous job history including job title, period worked, industry, employing organization.\n\nWhat We do With It: We have disclosed and sold this information since January 01, 2022 This information is collected, disclosed, and sold for purposes of providing SocialCatfish’s search services to consumers.\n\nThis information is disclosed and sold to Consumers using Social Catfish’s services to make searches.",Categories of Personal Information Sold
ra6,We obtain the categories of personal information listed above from the following categories of sources:\n\nDirectly from our clients as part of the registration and transaction process.\nIndirectly from our clients through website usage details collected automatically.\nFrom third-party consumer data resellers and licensors.\nInformation collected from public websites.,Categories of Personal Information Collected
ra6,"We may use or disclose the personal information we collect for one or more of the following business purposes:\n\nTo provide you, and other users where stated above in the Information We Collect Section, with information, products or services that you request from us, such as using Social Catfish’s search to find lost connections and verify a person's online identity.\nTo provide, support, personalize, and develop our Website, products, and services.\nTo create, maintain, customize, and secure your account with us.\nTo process your requests, purchases, transactions, and payments and prevent transactional fraud.\nTo help maintain the safety, security, and integrity of our Website, products and services, databases and other technology assets, and business.\nTo respond to law enforcement requests and as required by applicable law, court order, or governmental regulations.\nTo evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which personal information held by SocialCatfish about our Website users is among the assets transferred.",Categories of Personal Information Collected
ra6,"We may use or disclose the personal information we collect for one or more of the following business purposes:\n\nTo provide you, and other users where stated above in the Information We Collect Section, with information, products or services that you request from us, such as using Social Catfish’s search to find lost connections and verify a person's online identity.\nTo provide, support, personalize, and develop our Website, products, and services.\nTo create, maintain, customize, and secure your account with us.\nTo process your requests, purchases, transactions, and payments and prevent transactional fraud.\nTo help maintain the safety, security, and integrity of our Website, products and services, databases and other technology assets, and business.\nTo respond to law enforcement requests and as required by applicable law, court order, or governmental regulations.\nTo evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which personal information held by SocialCatfish about our Website users is among the assets transferred.",Categories of Personal Information Sold
ra6,"We may use or disclose the personal information we collect for one or more of the following business purposes:\n\nTo provide you, and other users where stated above in the Information We Collect Section, with information, products or services that you request from us, such as using Social Catfish’s search to find lost connections and verify a person's online identity.\nTo provide, support, personalize, and develop our Website, products, and services.\nTo create, maintain, customize, and secure your account with us.\nTo process your requests, purchases, transactions, and payments and prevent transactional fraud.\nTo help maintain the safety, security, and integrity of our Website, products and services, databases and other technology assets, and business.\nTo respond to law enforcement requests and as required by applicable law, court order, or governmental regulations.\nTo evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which personal information held by SocialCatfish about our Website users is among the assets transferred.",Categories of Personal Information Shared / Disclosed
ra6,"We do not use or disclose any sensitive information on you except to perform services or provide the goods reasonably expected by you, for fraud detection purposes, and to detect security incidents–for example the use of credit card information when you are purchasing services.",Categories of Personal Information Collected
ra6,"We do not use or disclose any sensitive information on you except to perform services or provide the goods reasonably expected by you, for fraud detection purposes, and to detect security incidents–for example the use of credit card information when you are purchasing services.",Categories of Personal Information Shared / Disclosed
ra6,"We do not use or disclose any sensitive information on you except to perform services or provide the goods reasonably expected by you, for fraud detection purposes, and to detect security incidents–for example the use of credit card information when you are purchasing services.",Categories of Personal Information Sold
ra6,"Sensitive information is defined by the California Privacy Rights Act as information that reveals any of the following: your social security, driver’s license, state identification card, or passport number, your account log-in, financial account, debit card, or credit card number in combination with any required security or access code, password, or credentials allowing access to an account, your precise geolocation; your racial or ethnic origin, religious or philosophical beliefs, or union membership, the contents of your mail, email, and text messages unless the business is the intended recipient of the communication, and your genetic data, biometric information for the purpose of uniquely identifying you, information collected and analyzed concerning your health, and information collected and analyzed concerning your sex life or sexual orientation.",Categories of Personal Information Collected
ra6,"Sensitive information is defined by the California Privacy Rights Act as information that reveals any of the following: your social security, driver’s license, state identification card, or passport number, your account log-in, financial account, debit card, or credit card number in combination with any required security or access code, password, or credentials allowing access to an account, your precise geolocation; your racial or ethnic origin, religious or philosophical beliefs, or union membership, the contents of your mail, email, and text messages unless the business is the intended recipient of the communication, and your genetic data, biometric information for the purpose of uniquely identifying you, information collected and analyzed concerning your health, and information collected and analyzed concerning your sex life or sexual orientation.",Categories of Personal Information Sold
ra6,"Sensitive information is defined by the California Privacy Rights Act as information that reveals any of the following: your social security, driver’s license, state identification card, or passport number, your account log-in, financial account, debit card, or credit card number in combination with any required security or access code, password, or credentials allowing access to an account, your precise geolocation; your racial or ethnic origin, religious or philosophical beliefs, or union membership, the contents of your mail, email, and text messages unless the business is the intended recipient of the communication, and your genetic data, biometric information for the purpose of uniquely identifying you, information collected and analyzed concerning your health, and information collected and analyzed concerning your sex life or sexual orientation.",Categories of Personal Information Shared / Disclosed
ra6,"We receive and store certain types of information whenever you interact with us. SocialCatfish.com and its authorized agents automatically receive and record certain ""traffic data"" on their server logs from your browser including your IP address, SocialCatfish.com cookie information, device information and the page you requested. SocialCatfish.com uses this traffic data to help diagnose problems with its servers, analyze trends and administer the website.\n\nCookies are alphanumeric identifiers that we transfer to your computer's hard drive through your Web browser to enable our systems to recognize your browser and tell us how and when pages in our website are visited and by how many people. SocialCatfish.com cookies do not collect personal information, and we do not combine information collected through cookies with other personal information to tell us who you are or what your screen name or e-mail address is.",Categories of Personal Information Collected
ra6,"SocialCatfish’s website is hosted in the United States and are governed by United States law. If you are using the website from outside the United States, please be aware that your information may be transferred to, stored and processed in the United States. The data protection and other laws of the United States might not be as comprehensive or protective of certain rights as those in your country. Under United States law, your information may be subject to access requests from governments, courts, or law enforcement in the United States. By using the website, you consent to your information being transferred to our facilities and to the facilities of those third parties with whom we share it as described in this Privacy Policy and processed in those facilities.",Others
ra6,"If you wish to remove your information from the site, please submit an opt out request through our Opt-Out form: https://socialcatfish.com/opt-out/.",Methods to exercise rights
ra6,"If you wish to make a CCPA or Nevada Opt-Out request, please see the details related to those requests in the relevant sections below.",Methods to exercise rights
