RANumb,Text,Label
ra5,"How We Share Your Information\n\nWe share your information as outlined below, and where users have asked us to do so or otherwise consented:\n\nService Providers. We share your information with third-party service providers who use this information to perform services for us, such as payment processors, hosting providers, auditors, advisors, consultants, customer service providers, as well as service providers who assist us in providing the Ad Services. Key service providers we use include Amazon Web Services, Stripe, Zendesk, and Google.\n\nQuora Affiliates. The information collected about you may be accessed by or shared with affiliates of Quora, Inc., whose use and disclosure of your personal information is subject to this Privacy Policy.\n\nBusiness Transfers. We may disclose or transfer your information as part of any merger, sale, and transfer of our assets, acquisition or restructuring of all or part of our business, bankruptcy, or similar event.\n\nProtection of Rights and When Legally Required. We may disclose information where we are required to do so by law, where we believe it necessary to respond to claims asserted against us or, comply with legal process (e.g., subpoenas or warrants), enforce or administer our agreements and terms, for fraud prevention, risk assessment, investigation, and protect the rights, property, or safety of Quora, its users, or others.\n\nYour Content and Public Information. Your content, including your name, profile picture, profile information, and certain associated activity information is available to other users of the Quora Platform and may also be viewed publicly by non users. Public viewing includes availability to non-registered visitors and users may share your content across other sites. In addition, your content may be indexed by search engines.",Categories of Personal Information Shared / Disclosed
ra5,"Business Transfers. We may disclose or transfer your information as part of any merger, sale, and transfer of our assets, acquisition or restructuring of all or part of our business, bankruptcy, or similar event.",Categories of Personal Information Sold
ra5,"Platform Engagement Information. We share with our advertisers and publishers aggregate statistics, metrics, and reports about the performance of their ads in the Quora Platform. This aggregated data may include the number of unique user views, demographics about the users who saw their ads or content, and conversion rates",Categories of Personal Information Shared / Disclosed
ra5,"Research. We share aggregated or anonymized information with third parties for market research, reporting, and analytics.",Categories of Personal Information Shared / Disclosed
ra5,"Information We Collect\n\nWe collect information directly from you, from third parties, and automatically through your use of the Quora Platform.\n\nAccount and Profile Data. When you create an account and profile on the Quora Platform, we collect your name, email address, and other information you provide, such as topics that you know about or find interesting. You can choose to add your photo, country of residence, place of employment, education history, and any other information to your public-facing profile. Once you create a profile, others will be able to see certain information about your activity on the Quora Platform, such as the questions and answers you post, your followers and who you follow, topics of interest to you, and your credentials.\nYour Content. We collect the information and content that you post to the Quora Platform, including your questions, answers, comments, photos, and the edit history to your content. Unless you have posted certain content anonymously, your content, date and time stamps, and all associated comments are publicly viewable on the Quora Platform. Your content may be indexed by search engines and be republished elsewhere on the Internet in accordance with our Terms of Service.\nCommunication Records. We maintain a record when you communicate with us via email, through the Quora Platform, or otherwise",Categories of Personal Information Shared / Disclosed
ra5,"The Quora Platform also provides a “Messages” feature that allows you to send direct messages through the Quora Platform to other users. We store these communications and information related to these messages, such as the date of the communication and to whom it was sent.\nThird Party Application Login. You can log into your Quora account using third party applications (e.g., Facebook, Google, and Apple). When you log in using this method, you allow us to we collect and process your name and email address associated with that third party application for authentication and identity verification purposes.",Categories of Personal Information Shared / Disclosed
ra5,You can also choose to import your contacts to your Quora account to connect with your friends on the Quora Platform,Categories of Personal Information Shared / Disclosed
ra5,"Cookies and Similar Technologies. We and our third party providers use cookies, log files, pixel tags, local storage objects, and other similar technologies to automatically collect information about your activities, such as your searches, page views, date and time of your visit, and other information about your use of the Quora Platform. We also collect information about your web browser or mobile device in connection with your use of the Quora Platform such as your browser type, type of computer or mobile device, browser language, IP address, mobile carrier, unique device identifier, and requested and referring URLs.",Categories of Personal Information Shared / Disclosed
ra5,"Billing and Payment Data. We collect billing information if you subscribe to the Quora + Platform, and we collect payment information if you are a paid Quora creator via the Quora Partner Program. Depending on your location, this information may include your billing address, social security number, last four digits of your credit card or debit card, phone number, and email address.\nPlatform Engagement Data. We collect platform engagement and browsing information, such as IP address, date and time stamp, user agent, Quora cookie ID, URLs visited, unique advertising identifiers (including mobile device advertising identifiers) or content identifiers (if applicable), time zone, and other information about your activity on the Quora Platform.",Categories of Personal Information Shared / Disclosed
ra5,"Your Privacy Rights\n\nDepending on where you live and the local laws, you may have certain rights regarding your personal information. These may include rights to:\n\nAccess your personal information",Description of Right to Know PI Collected
ra5,Rectify the personal information we hold about you,Description of Right to Correct Information
ra5,Erase your personal information,Description of Right to Delete
ra5,Restrict our use of your personal information,Description of Right to Limit use of PI
ra5,Opt out of targeted advertising,Description of Right to Opt-out of sale of PI
ra5,"If you would like to exercise your rights, please contact us at privacy@quora.com or complete this form",Methods to exercise rights
ra5,Your Content. You may edit or delete the answers that you post at any time,Description of Right to Delete
ra5,Your Content. You may edit or delete the answers that you post at any time,Description of Right to Correct Information
ra5,"You can update your privacy settings, control the types of notifications and communications we send, and limit the information shared within the Quora Platform anytime",Description of Right to Opt-out of sale of PI
ra5," Any deleted content will be removed from third-party sites from which it has been shared via Quora’s standard sharing features. However, we have no control over deletions or changes to your content if it has been shared manually by others.",Description of Right to Delete
ra5,Opt out of Targeted Advertising. Depending on your location you may have the right to opt out of having your personal information shared or used for targeted advertising.,Description of Right to Opt-out of sale of PI
ra5," This Privacy Policy discloses the categories of personal information that we collect, use, and disclose in order to operate our business over the past 12 months.\n\nCollect. As we describe in more detail in the section above titled The Information We Collect, we collect personal information directly from consumers, automatically when consumers use the Quora Platform, and from other sources (such as from other users, partners, including ad partners, or our affiliated companies) and have collected the following categories of personal information in the past 12 months:\nIdentifiers, such as your name, email address, or IP address\nInternet or other similar network activity, such as browsing or search history related to your use of the Quora Platform\nPhotos or visual Information, such as your profile photo\nGeolocation data, such as approximate location data (we don’t collect precise geolocation, but can infer general location from your IP address)\nEmployment information, such as employment details you add to your profile\nEducation information, such as education details you add to your profile\nInferences drawn from other personal information\nCommercial Information, such as billing address and purchase history\nUse. The section above titled How We Use Your Information discloses that the categories of personal information we collect are used to provide our services, for personalization, for billing and payment, to provide advertising, to promote our services to you, to enable communications with other users, to analyze how our services are used, to comply with law, and to prevent misuse of the Quora Platform.",Categories of Personal Information Collected
ra5,"Disclose. As we describe in more detail in the section above titled How We Share Your Information, we may disclose the following categories of personal information for business purposes with service providers, affiliates, law enforcement authorities, in the context of a merger or acquisition, as required by law, for the protection of rights, and as directed by you: (1) identifiers, (2) protected classification characteristics, (3) Internet or other similar network activity, (4) geolocation data, (5) photos or visual information, (6) employment information, (7) education information, and (8) inferences.",Categories of Personal Information Shared / Disclosed
ra5,"As we describe in more detail in the section above titled The Information We Collect, we collect personal information directly from consumers, automatically when consumers use the Quora Platform, and from other sources (such as from other users, partners, including ad partners, or our affiliated companies) and have collected the following categories of personal information in the past 12 months:\nIdentifiers, such as your name, email address, or IP address\nInternet or other similar network activity, such as browsing or search history related to your use of the Quora Platform\nPhotos or visual Information, such as your profile photo\nGeolocation data, such as approximate location data (we don’t collect precise geolocation, but can infer general location from your IP address)\nEmployment information, such as employment details you add to your profile\nEducation information, such as education details you add to your profile\nInferences drawn from other personal information\nCommercial Information, such as billing address and purchase history",Categories of Personal Information Shared / Disclosed
ra5,"We Do Not Sell Your Personal Information. We do not sell your personal information to third parties, nor do we sell personal information from users under 16 years old.",Categories of Personal Information Sold
ra5,California Privacy Rights\n\nCalifornia consumers have the right to make the following requests:\n\nDeletion. You have the right to request deletion of personal information that we have collected about you.,Description of Right to Delete
ra5,"ou also have a right to request a disclosure about the categories of information, sources, and purposes of collection, as well as categories of third parties we have shared it with over the past 12 months.",Description of Right to Know PI Collected
ra5,"You also have a right to request a disclosure about the categories of information, sources, and purposes of collection, as well as categories of third parties we have shared it with over the past 12 months.",Description of Right to Know PI sold / shared
ra5,Correction. You have the right to request that we correct inaccurate personal information that we maintain about you.,Description of Right to Correct Information
ra5,Opt out of having your personal information shared for targeted advertising. ,Description of Right to Opt-out of sale of PI
ra5,You can exercise this right by visiting the “Your Privacy Choices” link on our site.\nYou may exercise your CCPA rights through the online form here or by emailing us at privacy@quora.com,Methods to exercise rights
ra5,"Non-Discrimination. Quora will not discriminate against you, including by denying or providing a different level or quality of services if you choose to exercise your privacy rights.",Description of Right to Non-discrimination on exercising rights
ra4,"Effective date: August 25, 2023",Updated Privacy Policy
ra4,"Information We Collect\n\nWe collect information directly from you, from third parties, and automatically through your use of the Quora Platform.\n\nAccount and Profile Data. When you create an account and profile on the Quora Platform, we collect your name, email address, and other information you provide, such as topics that you know about or find interesting.",Categories of Personal Information Collected
ra4,"Your Content. We collect the information and content that you post to the Quora Platform, including your questions, answers, comments, photos, and the edit history to your content. ",Categories of Personal Information Collected
ra4,"Communication Records. We maintain a record when you communicate with us via email, through the Quora Platform, or otherwise. The Quora Platform also provides a “Messages” feature that allows you to send direct messages through the Quora Platform to other users. We store these communications and information related to these messages, such as the date of the communication and to whom it was sent.\nThird Party Application Login. You can log into your Quora account using third party applications (e.g., Facebook, Google, and Apple). When you log in using this method, you allow us to we collect and process your name and email address associated with that third party application for authentication and identity verification purposes. You can also choose to import your contacts to your Quora account to connect with your friends on the Quora Platform",Categories of Personal Information Collected
ra4,"Cookies and Similar Technologies. We and our third party providers use cookies, log files, pixel tags, local storage objects, and other similar technologies to automatically collect information about your activities, such as your searches, page views, date and time of your visit, and other information about your use of the Quora Platform. We also collect information about your web browser or mobile device in connection with your use of the Quora Platform such as your browser type, type of computer or mobile device, browser language, IP address, mobile carrier, unique device identifier, and requested and referring URLs. We also receive information when you view content on or otherwise interact with the Quora Platform, even if you have not created an account. ",Categories of Personal Information Collected
ra4,"Billing and Payment Data. We collect billing information if you subscribe to the Quora + Platform, and we collect payment information if you are a paid Quora creator via the Quora Partner Program. Depending on your location, this information may include your billing address, social security number, last four digits of your credit card or debit card, phone number, and email address.\nPlatform Engagement Data. We collect platform engagement and browsing information, such as IP address, date and time stamp, user agent, Quora cookie ID, URLs visited, unique advertising identifiers (including mobile device advertising identifiers) or content identifiers (if applicable), time zone, and other information about your activity on the Quora Platform. We also collect this information from third-party sites and services that have embedded our Quora Ppixels (“Pixels”), widgets, plug-ins, buttons, or related technologies. ",Categories of Personal Information Collected
ra4,"We may also receive these types of information about you from third parties, such as our partners (including ad partners) or Quora affiliates",Categories of Personal Information Collected
ra4,"Data From Advertisers. Third party advertisers who use our Ad Services may also provide us with information about you as part of their ad campaigns (e.g., email addresses) to create custom audiences for personalizing their ad campaigns or for measuring the effectiveness of their ads.",Categories of Personal Information Collected
ra4,"How We Use Your Information and Legal Basis for Processing\n\nWe process the information we collect for the following purposes, and under the following legal basis",Categories of Personal Information Collected
ra4,"Provide our Services. To provide you the services we offer on the Quora Platform and make the Quora Platform available to the public, communicate with you about your use of the Quora Platform, respond to your inquiries, provide troubleshooting, and for other customer service purposes.",Categories of Personal Information Collected
ra4,"Personalization. To tailor the content and information that we or our third party content publishers or advertisers may send or display to you in the Quora Platform. We also use your information to suggest followers and content, to help others find your profile, to offer location customization, and personalized help and instructions, and to otherwise personalize your experiences while using the Quora Platform. ",Categories of Personal Information Collected
ra4,"Billing and Payment. To collect payments (for example, if you are a Quora+ subscriber) and pay our service providers and content creators. ",Categories of Personal Information Collected
ra4,"Advertising. To display interest-based, retargeted, contextual, and behavioral advertising to you in the Quora Platform. We also may use your information, to improve our advertising and measurement systems so we can show you relevant ads and to measure the effectiveness and reach of ads and services.",Categories of Personal Information Collected
ra4,"Marketing and Promotions. For marketing and promotional purposes, such as to send you news, special offers, promotions, or to otherwise contact you about products or information we think may interest you, including information about third-party products and services.",Categories of Personal Information Collected
ra4,Enable Communications. To facilitate communications you send to us or to other users on the Quora Platform. We process information about who you have communicated with to better understand the use of our services.,Categories of Personal Information Collected
ra4,"Analytics. To gather analytics and metrics to better understand how users use the Quora Platform. We also use analytics data to evaluate and improve the Quora Platform, including the Ad Services and personalization, and to develop new products and services. ",Categories of Personal Information Collected
ra4,"Comply with Law. To comply with legal obligations, as part of our general business operations, and for other business administration purposes",Categories of Personal Information Collected
ra4,"Prevent Fraud and Misuse. To investigate, prevent, or take action regarding illegal activities, suspected fraud, situations involving potential threats to the safety of any person or violations of our Terms of Service or this Privacy Policy. ",Categories of Personal Information Collected
ra4,"User Research. We may ask you to help us test new features or participate in surveys to help enhance your Quora experience. Your participation is voluntary, and we may use your personal information to communicate with you to seek your feedback.",Categories of Personal Information Collected
ra4,"How We Share Your Information\n\nWe share your information as outlined below, and where users have asked us to do so or otherwise consented:\n\nService Providers. We share your information with third-party service providers who use this information to perform services for us, such as payment processors, hosting providers, auditors, advisors, consultants, customer service providers, as well as service providers who assist us in providing the Ad Services. Key service providers we use include Amazon Web Services, Stripe, Zendesk, and Google.\n\nQuora Affiliates. The information collected about you may be accessed by or shared with affiliates of Quora, Inc., whose use and disclosure of your personal information is subject to this Privacy Policy.\n\nBusiness Transfers. We may disclose or transfer your information as part of any merger, sale, and transfer of our assets, acquisition or restructuring of all or part of our business, bankruptcy, or similar event.\n\nProtection of Rights and When Legally Required. We may disclose information where we are required to do so by law, where we believe it necessary to respond to claims asserted against us or, comply with legal process (e.g., subpoenas or warrants), enforce or administer our agreements and terms, for fraud prevention, risk assessment, investigation, and protect the rights, property, or safety of Quora, its users, or others.",Categories of Personal Information Shared / Disclosed
ra4,"Platform Engagement Information. We share with our advertisers and publishers aggregate statistics, metrics, and reports about the performance of their ads in the Quora Platform. This aggregated data may include the number of unique user views, demographics about the users who saw their ads or content, and conversion rates. Certain features allow you to share your personal information with advertisers on our platform if you choose to do so.\n\nResearch. We share aggregated or anonymized information with third parties for market research, reporting, and analytics. The information we share in this context cannot be used to identify individual users.",Categories of Personal Information Shared / Disclosed
ra4,"This Privacy Policy discloses the categories of personal information that we collect, use, and disclose in order to operate our business over the past 12 months.\n\nCollect. As we describe in more detail in the section above titled The Information We Collect, we collect personal information directly from consumers, automatically when consumers use the Quora Platform, and from other sources (such as from other users, partners, including ad partners, or our affiliated companies) and have collected the following categories of personal information in the past 12 months:\nIdentifiers, such as your name, email address, or IP address\nInternet or other similar network activity, such as browsing or search history related to your use of the Quora Platform\nPhotos or visual Information, such as your profile photo\nGeolocation data, such as approximate location data (we don’t collect precise geolocation, but can infer general location from your IP address)\nEmployment information, such as employment details you add to your profile\nEducation information, such as education details you add to your profile\nInferences drawn from other personal information\nCommercial Information, such as billing address and purchase history",Categories of Personal Information Collected
ra4,Use.,Categories of Personal Information Collected
ra4," The section above titled How We Use Your Information discloses that the categories of personal information we collect are used to provide our services, for personalization, for billing and payment, to provide advertising, to promote our services to you, to enable communications with other users, to analyze how our services are used, to comply with law, and to prevent misuse of the Quora Platform.",Categories of Personal Information Collected
ra4,"Disclose. As we describe in more detail in the section above titled How We Share Your Information, we may disclose the following categories of personal information for business purposes with service providers, affiliates, law enforcement authorities, in the context of a merger or acquisition, as required by law, for the protection of rights, and as directed by you: (1) identifiers, (2) protected classification characteristics, (3) Internet or other similar network activity, (4) geolocation data, (5) photos or visual information, (6) employment information, (7) education information, and (8) inferences.",Categories of Personal Information Shared / Disclosed
ra4,We Do Not Sell Your Personal Information.,Categories of Personal Information Sold
ra4,California consumers have the right to make the following requests:\n\nDeletion. You have the right to request deletion of personal information that we have collected about you.,Description of Right to Delete
ra4,"Copy and Right to Know. You have the right to request a copy of the specific pieces of personal information that we have collected about you over the past 12 months. You also have a right to request a disclosure about the categories of information, sources, and purposes of collection, as well as categories of third parties we have shared it with over the past 12 months.",Description of Right to Know PI Collected
ra4,"Copy and Right to Know. You have the right to request a copy of the specific pieces of personal information that we have collected about you over the past 12 months. You also have a right to request a disclosure about the categories of information, sources, and purposes of collection, as well as categories of third parties we have shared it with over the past 12 months.",Description of Right to Know PI sold / shared
ra4,Correction. You have the right to request that we correct inaccurate personal information that we maintain about you.,Description of Right to Correct Information
ra4,Opt out of having your personal information shared for targeted advertising. You can exercise this right by visiting the “Your Privacy Choices” link on our site.,Description of Right to Opt-out of sale of PI
ra4,You may exercise your CCPA rights through the online form here or by emailing us at privacy@quora.com,Methods to exercise rights
ra4,"Non-Discrimination. Quora will not discriminate against you, including by denying or providing a different level or quality of services if you choose to exercise your privacy rights.",Description of Right to Non-discrimination on exercising rights
ra1,"Effective date: August 25, 2023",Updated Privacy Policy
ra1,"Information We Collect\n\nWe collect information directly from you, from third parties, and automatically through your use of the Quora Platform.\n\nAccount and Profile Data. When you create an account and profile on the Quora Platform, we collect your name, email address, and other information you provide, such as topics that you know about or find interesting. You can choose to add your photo, country of residence, place of employment, education history, and any other information to your public-facing profile. Once you create a profile, others will be able to see certain information about your activity on the Quora Platform, such as the questions and answers you post, your followers and who you follow, topics of interest to you, and your credentials.\nYour Content. We collect the information and content that you post to the Quora Platform, including your questions, answers, comments, photos, and the edit history to your content. Unless you have posted certain content anonymously, your content, date and time stamps, and all associated comments are publicly viewable on the Quora Platform. Your content may be indexed by search engines and be republished elsewhere on the Internet in accordance with our Terms of Service.\nCommunication Records. We maintain a record when you communicate with us via email, through the Quora Platform, or otherwise. The Quora Platform also provides a “Messages” feature that allows you to send direct messages through the Quora Platform to other users. We store these communications and information related to these messages, such as the date of the communication and to whom it was sent.\nThird Party Application Login. You can log into your Quora account using third party applications (e.g., Facebook, Google, and Apple). When you log in using this method, you allow us to we collect and process your name and email address associated with that third party application for authentication and identity verification purposes. You can also choose to import your contacts to your Quora account to connect with your friends on the Quora Platform. Note that your use of any third party application and the personal data you provide them is governed by their terms of use, privacy policies, and other policies.\nCookies and Similar Technologies. We and our third party providers use cookies, log files, pixel tags, local storage objects, and other similar technologies to automatically collect information about your activities, such as your searches, page views, date and time of your visit, and other information about your use of the Quora Platform. We also collect information about your web browser or mobile device in connection with your use of the Quora Platform such as your browser type, type of computer or mobile device, browser language, IP address, mobile carrier, unique device identifier, and requested and referring URLs. We also receive information when you view content on or otherwise interact with the Quora Platform, even if you have not created an account. For more detailed information about these mechanisms refer to our Cookie Policy.\nBilling and Payment Data. We collect billing information if you subscribe to the Quora + Platform, and we collect payment information if you are a paid Quora creator via the Quora Partner Program. Depending on your location, this information may include your billing address, social security number, last four digits of your credit card or debit card, phone number, and email address.\nPlatform Engagement Data. We collect platform engagement and browsing information, such as IP address, date and time stamp, user agent, Quora cookie ID, URLs visited, unique advertising identifiers (including mobile device advertising identifiers) or content identifiers (if applicable), time zone, and other information about your activity on the Quora Platform. We also collect this information from third-party sites and services that have embedded our Quora Ppixels (“Pixels”), widgets, plug-ins, buttons, or related technologies. Please visit our Quora Pixel Privacy Terms to learn more, including how to opt out. We may also receive these types of information about you from third parties, such as our partners (including ad partners) or Quora affiliates.\nData From Advertisers. Third party advertisers who use our Ad Services may also provide us with information about you as part of their ad campaigns (e.g., email addresses) to create custom audiences for personalizing their ad campaigns or for measuring the effectiveness of their ads.",Categories of Personal Information Collected
ra1,How We Use Your Information and Legal Basis for Processing,Categories of Personal Information Collected
ra1,How We Use Your Information and Legal Basis for Processing,Categories of Personal Information Shared / Disclosed
ra1,How We Use Your Information and Legal Basis for Processing,Categories of Personal Information Sold
ra1,"Provide our Services. To provide you the services we offer on the Quora Platform and make the Quora Platform available to the public, communicate with you about your use of the Quora Platform, respond to your inquiries, provide troubleshooting, and for other customer service purposes. This is so we can comply with our contractual obligations to you.\nPersonalization. To tailor the content and information that we or our third party content publishers or advertisers may send or display to you in the Quora Platform. We also use your information to suggest followers and content, to help others find your profile, to offer location customization, and personalized help and instructions, and to otherwise personalize your experiences while using the Quora Platform. It is in our legitimate business interests to provide you with a customized experience.\nBilling and Payment. To collect payments (for example, if you are a Quora+ subscriber) and pay our service providers and content creators. This information is collected so that we can comply with our contractual obligations to you.\nAdvertising. To display interest-based, retargeted, contextual, and behavioral advertising to you in the Quora Platform. We also may use your information, to improve our advertising and measurement systems so we can show you relevant ads and to measure the effectiveness and reach of ads and services. It is in our legitimate business interests to provide advertising. Where necessary, we will obtain your consent before engaging in this processing.\nMarketing and Promotions. For marketing and promotional purposes, such as to send you news, special offers, promotions, or to otherwise contact you about products or information we think may interest you, including information about third-party products and services. It is in our legitimate interest to provide more relevant and interesting marketing and promotions messages. Where applicable, we obtain your consent before sending such marketing communications and you can unsubscribe anytime.\nEnable Communications. To facilitate communications you send to us or to other users on the Quora Platform. We process information about who you have communicated with to better understand the use of our services. This processing is necessary to comply with our contractual obligations to you.\nAnalytics. To gather analytics and metrics to better understand how users use the Quora Platform. We also use analytics data to evaluate and improve the Quora Platform, including the Ad Services and personalization, and to develop new products and services. It is in our legitimate business interests to make informed decisions about product development.\nComply with Law. To comply with legal obligations, as part of our general business operations, and for other business administration purposes. This processing is necessary to comply with legal obligations and to serve our legitimate business interests in complying with the laws to which we are subject.\nPrevent Fraud and Misuse. To investigate, prevent, or take action regarding illegal activities, suspected fraud, situations involving potential threats to the safety of any person or violations of our Terms of Service or this Privacy Policy. This processing is necessary to comply with legal obligations and to serve our legitimate interest in preventing misuse of the Quora platform, including through illegal activities and fraud.\nUser Research. We may ask you to help us test new features or participate in surveys to help enhance your Quora experience. Your participation is voluntary, and we may use your personal information to communicate with you to seek your feedback.",Categories of Personal Information Collected
ra1,"Provide our Services. To provide you the services we offer on the Quora Platform and make the Quora Platform available to the public, communicate with you about your use of the Quora Platform, respond to your inquiries, provide troubleshooting, and for other customer service purposes. This is so we can comply with our contractual obligations to you.\nPersonalization. To tailor the content and information that we or our third party content publishers or advertisers may send or display to you in the Quora Platform. We also use your information to suggest followers and content, to help others find your profile, to offer location customization, and personalized help and instructions, and to otherwise personalize your experiences while using the Quora Platform. It is in our legitimate business interests to provide you with a customized experience.\nBilling and Payment. To collect payments (for example, if you are a Quora+ subscriber) and pay our service providers and content creators. This information is collected so that we can comply with our contractual obligations to you.\nAdvertising. To display interest-based, retargeted, contextual, and behavioral advertising to you in the Quora Platform. We also may use your information, to improve our advertising and measurement systems so we can show you relevant ads and to measure the effectiveness and reach of ads and services. It is in our legitimate business interests to provide advertising. Where necessary, we will obtain your consent before engaging in this processing.\nMarketing and Promotions. For marketing and promotional purposes, such as to send you news, special offers, promotions, or to otherwise contact you about products or information we think may interest you, including information about third-party products and services. It is in our legitimate interest to provide more relevant and interesting marketing and promotions messages. Where applicable, we obtain your consent before sending such marketing communications and you can unsubscribe anytime.\nEnable Communications. To facilitate communications you send to us or to other users on the Quora Platform. We process information about who you have communicated with to better understand the use of our services. This processing is necessary to comply with our contractual obligations to you.\nAnalytics. To gather analytics and metrics to better understand how users use the Quora Platform. We also use analytics data to evaluate and improve the Quora Platform, including the Ad Services and personalization, and to develop new products and services. It is in our legitimate business interests to make informed decisions about product development.\nComply with Law. To comply with legal obligations, as part of our general business operations, and for other business administration purposes. This processing is necessary to comply with legal obligations and to serve our legitimate business interests in complying with the laws to which we are subject.\nPrevent Fraud and Misuse. To investigate, prevent, or take action regarding illegal activities, suspected fraud, situations involving potential threats to the safety of any person or violations of our Terms of Service or this Privacy Policy. This processing is necessary to comply with legal obligations and to serve our legitimate interest in preventing misuse of the Quora platform, including through illegal activities and fraud.\nUser Research. We may ask you to help us test new features or participate in surveys to help enhance your Quora experience. Your participation is voluntary, and we may use your personal information to communicate with you to seek your feedback.",Categories of Personal Information Shared / Disclosed
